,出港航班号FLT,出港停机位,出港机型TYS,出港是否流控管制,起飞跑道,推出时间窗,排队长度,同时段离港,同时段进港,推出滑行时间
4860,MU5157,115,9,1,1,35,4,2,4,780
4861,FM9327,2,21,0,1,36,4,2,4,851
4862,CZ6996,61,15,0,1,36,2,4,2,575
4863,MU5353,40,9,1,1,36,3,6,5,1140
4864,CA1522,41,19,1,1,36,3,3,3,572
4865,MU5810,50,15,1,1,36,2,6,6,840
4866,MU5689,55,15,1,1,36,4,4,6,819
4867,SC4666,27,15,1,1,36,5,3,7,894
4868,MU5209,57,15,0,1,36,5,5,6,900
4869,HO1143,34,6,1,1,37,5,4,5,694
4870,OZ3625,6,9,0,1,37,4,5,5,960
4871,MU5121,38,9,1,1,37,4,2,3,688
4872,MU2994,59,2,0,1,37,3,3,4,831
4873,HO1193,30,21,1,1,37,5,4,3,811
4874,CA4516,3,9,0,1,37,5,4,3,816
4875,KE816,4,19,0,1,37,3,4,5,703
4876,FM9313,23,15,0,1,37,4,2,6,638
4877,FM9363,60,14,0,1,37,3,3,7,802
4878,MU2166,46,2,1,1,37,4,1,6,932
4879,CZ3832,52,1,1,1,37,4,0,2,653
4880,MU5579,48,5,0,1,38,0,2,4,397
4881,MU5355,71,5,1,1,38,1,2,3,540
4882,MU5581,51,2,1,1,38,2,3,4,610
4883,HU7610,39,9,1,1,38,2,4,3,630
4884,9C8523,100,1,0,1,38,3,5,4,720
4885,CZ3572,54,21,0,1,38,3,5,6,812
4886,MU5517,47,6,1,1,38,3,3,6,840
4887,FM9395,21,15,1,1,38,4,3,7,921
4888,MF8542,36,15,0,1,38,4,5,8,960
4889,MU2405,67,15,1,1,39,5,4,6,900
4890,MU5549,55,1,0,1,39,5,4,6,832
4891,MU5357,107,6,1,1,39,3,4,5,660
4892,KN5956,50,15,1,1,39,4,2,6,710
4893,MU5411,56,15,0,1,39,5,3,6,852
4894,CA1516,42,19,1,1,39,4,5,2,687
4895,MU5315,58,15,0,1,39,4,4,3,788
4896,MU5413,31,1,0,1,39,3,2,2,530
4897,MU2168,117,9,1,1,39,3,4,2,840
4898,MU5123,44,9,1,1,39,5,1,2,707
4899,9C8737,11,1,1,1,39,4,3,4,976
4900,KN2218,61,15,1,1,40,4,1,3,635
4901,HX239,1,10,1,1,40,2,2,7,879
4902,FM9321,27,15,0,1,40,2,3,3,655
4903,SC4674,28,15,1,1,40,2,3,3,563
4904,MU5415,33,1,0,1,41,4,2,3,420
4905,CA1830,29,9,0,1,40,4,3,5,661
4906,9C8853,9,1,1,1,40,3,4,5,889
4907,SC1168,24,15,1,1,41,4,2,3,584
4908,CZ3626,52,2,1,1,41,5,3,4,707
4909,ZH9516,38,9,1,1,41,4,2,5,755
4910,MU5812,26,15,1,1,41,3,2,6,711
4911,MU2170,53,9,1,1,41,4,2,7,798
4912,HO1241,23,6,1,1,41,3,1,5,627
4913,MU5309,51,15,0,1,42,3,2,6,716
4914,CA4502,39,9,1,1,42,2,1,4,656
4915,MU5359,49,6,1,1,42,3,0,4,635
4916,MU5350,109,5,1,1,42,1,2,2,420
4917,HO1151,36,6,1,1,42,2,2,2,561
4918,CZ3588,46,9,1,1,42,3,2,6,1069
4919,CA4542,21,15,0,1,43,3,1,6,775
4920,MU2514,55,15,0,1,43,3,1,5,660
4921,MU5159,37,9,1,1,43,2,3,6,780
4922,MU5523,58,6,1,1,43,2,2,6,593
4923,MF8536,32,15,0,1,43,3,2,4,536
4924,9C8955,11,1,1,1,44,4,2,5,701
4925,MU5559,47,5,0,1,44,3,2,4,660
4926,MU2128,50,5,0,1,44,3,1,2,489
4927,MU2407,57,15,1,1,44,3,2,4,660
4928,HO1287,38,21,1,1,44,2,1,4,616
4929,CZ3546,54,9,1,1,44,3,0,4,646
4930,CZ3567,53,9,1,1,45,1,1,5,752
4931,9C8929,10,5,1,1,45,2,0,7,852
4932,SC4732,26,15,0,1,46,0,1,3,404
4933,MU5311,61,15,1,1,46,1,0,5,678
4934,SC4688,24,15,1,1,46,0,0,5,794
4935,MU5331,69,9,1,1,48,0,0,6,840
4936,MU5539,73,1,0,1,12,0,0,0,780
4937,9C8917,83,1,0,0,13,0,4,0,480
4938,FM9279,20,15,0,1,13,0,4,0,660
4939,MU5459,51,5,0,1,13,1,1,0,720
4940,9C8821,97,1,1,0,13,1,2,0,840
4941,9C8909,10,5,1,0,13,2,2,0,1020
4942,MU5633,52,5,0,1,14,2,1,0,780
4943,FM9463,31,15,1,1,14,1,5,0,738
4944,FM9537,101,15,0,1,14,1,5,0,540
4945,HO1085,27,1,1,1,14,3,6,0,578
4946,FM9073,49,15,1,1,14,2,8,0,793
4947,9C8819,99,1,1,0,14,0,6,0,720
4948,FM9205,107,15,1,1,14,4,4,0,600
4949,FM9535,63,14,1,1,14,4,10,0,1140
4950,9C8635,11,1,1,0,14,1,6,0,757
4951,FM9227,66,15,1,1,14,5,8,0,960
4952,MU5137,40,9,1,1,14,5,8,0,969
4953,FM9229,71,14,1,1,15,4,6,0,840
4954,9C8845,100,5,0,0,14,2,8,0,1080
4955,9C8835,82,1,1,0,15,3,4,0,780
4956,MU2510,55,15,0,1,15,4,3,0,720
4957,9C8957,98,1,1,0,15,2,6,0,1080
4958,MU5389,47,6,0,1,15,4,4,0,744
4959,HO1123,26,6,1,1,15,4,8,0,1164
4960,MU5571,48,15,1,1,15,4,5,0,882
4961,9C8815,85,5,1,0,15,3,4,0,780
4962,MU5395,62,15,0,1,15,2,2,0,420
4963,9C8953,84,5,1,0,15,1,4,0,660
4964,9C8897,118,1,0,0,15,2,4,0,720
4965,MF8518,21,15,1,1,15,3,2,0,662
4966,FM9307,119,9,1,0,15,2,3,0,720
4967,FM9213,22,15,0,1,16,1,2,0,574
4968,HO1217,35,6,0,1,16,1,5,0,710
4969,HO1111,30,21,1,1,16,2,4,0,708
4970,9C8903,81,5,1,0,16,0,4,0,780
4971,FM9263,102,15,1,1,16,3,2,0,540
4972,CA1858,39,21,1,1,16,2,4,0,968
4973,MU5814,57,15,1,1,16,4,4,0,928
4974,FM9421,103,6,0,1,16,4,2,0,600
4975,MU5101,38,9,1,1,16,3,5,0,844
4976,MU511,6,9,0,1,17,4,5,0,687
4977,CZ3590,59,2,1,1,17,3,7,0,932
4978,MU2152,50,6,0,1,17,4,5,0,660
4979,MU9720,74,14,1,1,17,3,9,0,780
4980,MU2285,58,2,1,1,17,4,8,1,805
4981,MU721,4,9,1,1,17,5,7,2,766
4982,MU5401,53,8,0,1,17,6,7,2,724
4983,FM9163,61,2,1,1,17,6,3,2,600
4984,FM9453,110,14,1,1,17,6,7,2,780
4985,FM9147,76,15,1,1,17,7,5,4,960
4986,HO1207,34,6,1,1,17,8,5,4,916
4987,FM9217,32,15,1,1,18,7,2,3,470
4989,FM9301,106,15,1,1,17,7,6,6,1200
4990,FM9515,60,14,0,1,17,8,8,7,1463
4991,MU5151,29,9,1,1,17,7,8,7,1153
4992,FM9513,19,15,1,1,18,7,6,5,1020
4993,HU7883,24,15,0,1,18,6,5,3,762
4994,MU5363,108,5,1,1,18,6,6,5,1080
4995,HU7604,25,15,1,1,18,6,4,1,574
4996,FM815,1,21,0,1,18,7,6,3,980
4997,9C8847,96,5,0,1,18,6,6,1,900
4998,MU5203,112,5,1,1,18,6,5,2,780
4999,CA1590,41,17,1,1,18,7,6,3,1115
5000,CZ6998,56,15,0,1,18,5,4,3,865
5001,CZ3596,54,9,1,1,18,5,3,2,717
5002,MU5103,45,10,1,1,18,5,6,4,1016
5003,MU5663,36,5,1,1,18,6,4,4,991
5004,MU5529,70,5,1,1,19,7,5,5,1080
5005,FM9127,126,15,0,1,19,4,5,3,720
5006,FM9451,14,15,1,1,19,4,3,2,720
5007,FM9415,17,15,0,1,19,4,2,0,540
5008,FM9269,68,15,1,1,19,5,4,3,960
5009,9C8887,9,1,1,1,19,5,3,1,720
5010,MU5333,69,9,1,1,19,5,5,1,900
5011,MU5405,133,15,1,1,19,4,6,1,840
5012,FM9201,93,15,0,1,19,3,4,0,660
5013,MU537,2,9,0,1,20,5,2,1,603
5014,MU5691,23,1,1,1,19,3,6,2,906
5015,FM9305,104,15,1,1,20,5,2,3,720
5016,MU5423,75,6,1,1,20,4,3,3,1020
5017,MU5153,44,9,1,1,20,6,1,3,851
5018,MU5535,72,1,1,1,20,4,1,3,600
5019,NX137,3,0,1,1,20,1,8,6,773
5020,FM9251,18,15,1,1,20,1,7,7,900
5021,HO1097,30,21,1,1,20,6,2,5,562
5022,CZ3548,46,21,1,1,20,3,6,8,1092
5023,MU5105,43,9,1,1,20,7,4,6,856
5024,MU5337,95,2,1,1,20,2,9,8,1380
5025,FM9115,16,15,1,1,20,4,8,8,1200
5026,HO1177,26,6,1,1,21,7,4,2,659
5027,MU5393,67,15,1,1,20,5,6,8,1500
5028,MU5513,47,6,1,1,21,7,3,2,728
5029,FM817,0,15,1,1,21,8,7,8,1560
5030,9C8881,10,5,1,1,21,6,4,5,960
5031,FM9399,90,15,1,1,21,7,4,7,1080
5032,SC4950,25,15,0,1,21,5,2,6,630
5033,FM9297,105,14,1,1,21,6,4,9,1200
5034,MU5303,130,15,1,1,21,5,2,9,960
5035,CZ3592,61,13,0,1,22,3,0,5,570
5036,9C8823,11,5,0,1,22,4,2,8,1014
5037,CZ3534,45,19,1,1,22,1,1,1,626
5038,MU5343,65,6,1,1,22,1,2,2,840
5039,MF8574,29,15,1,1,22,2,0,2,468
5040,MU5107,53,9,1,1,22,1,1,4,777
5041,KN5738,49,15,1,1,23,0,4,2,651
5042,FM9391,94,15,1,1,23,2,4,4,660
5043,NS3220,24,15,1,1,23,1,6,5,876
5044,MU2506,58,15,1,1,23,3,5,7,1059
5045,MU5305,44,9,1,1,23,4,4,7,1026
5046,MU5143,131,1,1,1,23,4,4,7,1080
5047,HU7606,39,9,1,1,23,6,2,5,811
5048,HO1211,28,5,1,1,23,5,5,5,1106
5049,HU7132,34,15,1,1,24,5,3,4,936
5050,MU5275,48,5,1,1,24,4,4,4,890
5051,CA4544,35,15,0,1,24,4,4,6,823
5052,CZ3524,42,8,1,1,24,3,2,5,643
5053,KN2318,71,15,1,1,24,3,6,8,1200
5054,FM9457,23,15,1,1,24,4,3,7,871
5055,CA4516,26,2,0,1,24,5,4,4,490
5056,CZ3908,54,8,1,1,24,4,6,6,711
5057,CZ3966,60,2,1,1,25,4,6,5,614
5058,FM9465,15,15,0,1,25,3,6,5,660
5059,MU5341,113,1,1,1,25,4,4,5,660
5060,MU2409,56,15,1,1,25,5,3,4,540
5061,MU2219,51,2,0,1,25,5,4,7,844
5062,ZH9522,31,5,1,1,25,6,3,6,741
5063,CZ3262,55,15,1,1,25,5,1,4,572
5064,HO1129,32,6,1,1,25,6,3,8,1005
5066,FM9573,21,15,1,1,25,3,0,5,559
5067,MU5665,92,5,1,1,25,4,1,7,1020
5068,CA1837,38,9,1,1,26,0,3,3,571
5069,MU5802,30,21,1,1,26,1,2,4,720
5070,MU5109,46,9,1,1,26,2,4,6,660
5071,MU2154,57,15,1,1,26,3,4,5,788
5072,MU5427,58,15,0,1,26,2,5,2,563
5073,CZ8243,45,9,0,1,27,4,4,1,652
5074,CZ3554,53,9,1,1,27,5,3,2,659
5075,9C8855,10,5,1,1,26,3,9,5,1099
5076,MU2469,61,15,1,1,27,5,5,4,569
5077,FM9333,24,15,1,1,27,4,9,5,1206
5078,9C8961,11,1,0,1,27,6,4,3,527
5079,FM9357,80,15,1,1,27,4,8,5,1320
5080,MU5519,64,15,0,1,27,5,6,4,900
5081,MU5804,67,15,1,1,27,7,2,3,660
5082,HO1113,36,1,0,1,27,7,5,6,1025
5083,KA813,5,9,1,1,27,6,5,7,1234
5084,MU2508,52,15,1,1,27,7,5,6,1245
5085,NH970,4,20,0,1,27,6,3,6,997
5086,FM9371,27,15,0,1,28,5,3,6,888
5087,MU9726,47,14,1,1,28,5,2,6,796
5088,SC8744,33,15,1,1,28,4,3,6,833
5089,FM9063,35,15,1,1,28,3,2,4,692
5090,FM9309,34,15,1,1,28,2,3,4,666
5091,HU7608,43,10,1,1,28,2,1,0,303
5092,NX109,7,2,1,1,28,3,4,4,801
5093,MU5301,13,9,1,1,28,3,2,4,660
5094,CZ3532,44,8,1,1,29,3,2,4,688
5095,9C8765,10,1,1,1,29,2,2,6,895
5096,MU5647,75,5,1,1,29,2,2,3,720
5097,MU5097,6,9,0,1,29,3,2,5,848
5098,TV9866,29,8,0,1,29,3,2,3,477
5099,MU5345,68,15,1,1,29,2,3,4,720
5100,MU5307,55,15,1,1,29,2,4,2,683
5101,SC4864,24,15,1,1,30,2,4,2,488
5102,9C8807,100,1,1,1,29,3,7,3,900
5103,MU5271,60,1,1,1,30,3,7,4,767
5104,FM9329,21,2,0,1,30,4,5,5,582
5105,MU2156,49,5,1,1,30,6,2,4,540
5106,MU5111,37,9,1,1,30,4,7,7,1140
5107,SC4664,23,15,1,1,30,7,1,5,761
5108,9C8775,9,1,1,1,30,5,6,7,1100
5109,FM9103,59,15,1,1,30,5,8,8,1260
5110,9C8947,99,1,1,1,30,6,5,9,1320
5111,8L9888,22,5,0,1,30,4,6,7,878
5112,MU5515,54,6,1,1,30,5,7,9,1205
5113,HO1125,33,1,1,1,30,5,5,8,1048
5114,FM9209,125,15,1,1,30,4,6,8,1200
5115,CZ3538,46,8,1,1,31,6,5,10,1199
5116,MU5113,39,9,1,1,31,5,5,8,1080
5117,FM845,2,9,1,1,31,6,7,9,1171
5118,HO1215,32,6,1,1,31,7,6,8,1090
5119,FM9403,20,15,0,1,31,6,6,6,900
5120,MU5806,38,8,1,1,31,6,8,8,1086
5121,MU5155,51,5,1,1,31,5,6,7,1020
5122,FM9315,36,15,1,1,31,6,6,7,854
5123,MU2403,72,15,1,1,31,6,4,8,960
5124,MU5429,47,5,0,1,32,7,2,6,635
5125,HO1249,35,6,0,1,31,7,7,10,1284
5126,CZ6982,53,20,1,1,32,6,7,8,1182
5127,MU5347,29,9,1,1,32,4,2,3,540
5128,MF8582,25,15,0,1,32,7,5,8,1144
5129,MU2434,48,5,0,1,32,6,5,6,1080
5130,CZ3558,52,2,1,1,32,6,3,5,735
5131,MU2055,0,6,1,1,32,5,4,5,955
5132,FM9375,28,6,0,1,32,4,1,0,399
5133,FM9219,31,15,1,1,32,6,3,5,1020
5134,FM823,4,15,0,1,32,4,5,6,877
5135,MU5543,55,1,1,1,33,3,4,6,656
5136,FM9521,34,15,1,1,33,2,5,7,759
5137,FM9423,103,15,0,1,33,4,4,4,720
5138,MU2158,56,2,1,1,33,3,6,7,1080
5139,FM9379,61,15,1,1,33,4,7,5,840
5140,9C8865,98,5,1,1,33,4,9,9,1260
5141,MF8317,24,15,1,1,33,5,7,7,933
5142,MU5808,30,8,1,1,33,7,7,6,1238
5143,MU2160,58,6,1,1,33,6,8,8,1500
5144,MU5115,12,9,1,1,33,6,5,8,1380
5145,MU239,1,6,1,1,33,10,3,8,1334
5146,MU2522,59,15,1,1,33,7,6,10,1591
5149,MU5313,13,8,1,1,34,9,2,9,1500
5150,FM9207,57,15,1,1,34,10,3,12,1440
5151,CZ3562,54,9,0,1,34,7,3,9,1027
5152,TV9882,37,8,0,1,35,4,3,5,634
5153,FM9185,26,15,1,1,35,4,6,6,840
5154,MU5353,39,9,0,1,35,4,5,6,860
5155,HO1221,23,6,1,1,35,4,5,4,798
5156,FM9501,32,15,1,1,35,4,6,5,858
5157,SC4670,33,15,1,1,35,7,3,3,657
5158,9C8949,9,5,1,1,35,5,5,4,960
5159,MU5689,47,15,1,1,35,6,4,5,921
5160,MU5810,66,15,1,1,35,6,1,4,600
5161,SC4850,36,15,1,1,35,6,3,5,873
5162,9C8885,10,1,1,1,35,7,1,5,822
5163,FM9425,0,15,0,1,36,3,4,4,726
5164,CZ6996,51,15,1,1,36,3,3,3,669
5165,SC4666,34,15,1,1,36,2,3,4,882
5166,FM9327,118,21,1,1,36,4,3,4,720
5167,FM9373,101,15,1,1,36,5,3,4,780
5168,9C8931,100,5,1,1,36,5,3,3,840
5169,MU5219,48,6,0,1,37,4,1,2,540
5170,OZ3625,3,9,0,1,36,4,4,4,955
5171,MU5117,119,9,1,1,36,4,4,5,900
5172,FM9361,22,15,0,1,37,4,2,4,780
5173,MU5209,25,15,1,1,37,4,2,5,624
5174,MU2994,56,2,0,1,37,4,4,6,666
5175,HO1193,30,21,1,1,37,3,3,4,583
5176,MU5119,40,10,1,1,37,2,2,2,397
5177,FM9363,27,14,0,1,37,3,4,4,694
5178,KE816,4,19,0,1,37,4,4,4,806
5179,CZ3832,52,2,0,1,37,4,2,2,686
5180,9C8895,97,5,1,1,37,3,2,2,900
5181,MF8522,35,15,1,1,38,5,1,1,617
5182,FM9313,55,15,1,1,38,4,2,2,835
5183,MU5157,14,9,1,1,38,2,2,2,405
5184,MU2166,53,2,1,1,38,2,2,2,307
5185,FM9395,126,15,0,1,38,2,3,3,304
5186,MU5517,49,6,1,1,38,2,4,3,327
5187,FM9116,58,15,1,1,38,2,3,2,363
5188,CZ3572,54,21,1,1,38,3,4,4,594
5189,CA1522,38,9,1,1,38,3,3,5,668
5190,ZH9512,108,1,1,1,39,3,3,3,486
5191,CA1524,26,15,1,1,39,4,2,1,397
5192,MU5579,47,5,0,1,38,4,6,7,1088
5193,MU5357,50,6,1,1,39,4,4,5,825
5194,MF8542,20,15,0,1,39,4,1,1,353
5195,MU5411,57,15,0,1,39,4,5,4,713
5196,HO1143,28,6,1,1,39,3,3,2,446
5197,SC4674,22,15,1,1,39,3,2,2,540
5198,HX239,6,8,1,1,39,4,8,7,1145
5199,MF8552,32,15,1,1,39,4,3,4,754
5200,HU7610,29,9,1,1,39,4,5,3,561
5201,CZ6584,60,2,1,1,39,4,9,7,1312
5202,MU5581,51,2,1,1,40,6,2,3,431
5203,MU5121,46,9,1,1,39,4,9,6,1023
5204,MU2168,37,9,1,1,39,5,8,6,1071
5205,CZ3552,67,2,1,1,40,7,3,3,304
5206,MU5413,23,1,0,1,40,5,8,6,987
5207,CA1516,41,19,1,1,40,8,1,3,330
5208,BR771,2,9,0,1,40,7,7,7,1149
5209,MU5123,117,9,1,1,40,4,8,8,1380
5210,9C8737,10,5,1,1,40,7,7,7,1258
5211,MU5315,68,15,1,1,40,8,3,4,687
5212,HO1133,31,6,1,1,40,5,4,3,339
5213,MF8578,24,15,1,1,40,5,2,2,331
5214,KN2218,59,15,1,1,40,6,9,9,1414
5215,CA1830,39,9,1,1,40,7,7,9,1373
5216,9C8853,9,5,1,1,40,7,10,11,1565
5217,SC1168,27,15,1,1,40,6,4,6,861
5218,MU2512,48,15,0,1,41,7,2,5,824
5219,MU5355,107,1,1,1,41,5,3,3,486
5220,CZ3504,45,19,1,1,41,6,6,7,1063
5221,MU5549,36,5,0,1,41,3,3,0,353
5222,MU5812,30,15,1,1,41,5,6,4,795
5223,HO1079,25,1,1,1,41,4,4,3,526
5224,MF8510,21,15,1,1,41,5,1,1,405
5225,MU5415,56,1,0,1,41,4,7,4,934
5226,MU2170,104,6,1,1,41,4,6,5,900
5227,9C8803,11,1,1,1,41,5,5,7,960
5228,MU5350,34,1,1,1,41,5,3,5,832
5229,FM9321,33,15,0,1,42,4,2,5,660
5230,MU5309,52,15,1,1,42,5,3,7,779
5231,MU5359,64,6,1,1,42,5,3,8,900
5232,CA4502,26,2,1,1,42,3,2,6,664
5233,CZ3582,43,20,1,1,42,3,3,4,711
5234,MU5523,49,6,1,1,42,3,2,5,704
5235,HO1151,22,6,1,1,42,2,1,5,557
5236,MU5159,69,9,1,1,42,3,0,4,600
5237,CZ3588,46,9,1,1,43,0,1,4,809
5238,MU2514,50,15,0,1,43,1,1,4,775
5239,HO1235,23,6,1,1,43,1,4,3,534
5240,SC4732,28,15,0,1,43,3,1,3,424
5241,MU2128,47,5,0,1,43,4,1,3,540
5242,MU5125,70,9,1,1,43,1,3,5,840
5243,9C8955,10,1,1,1,43,2,5,6,960
5244,MU2405,61,15,1,1,44,3,2,5,720
5245,MU5577,60,1,1,1,44,3,0,3,540
5246,MU5559,51,3,0,1,44,2,1,4,840
5247,KN5956,55,15,1,1,44,0,1,2,540
5248,CZ3546,44,9,1,1,44,1,0,5,744
5249,9C8929,11,1,1,1,45,0,2,8,1019
5250,MU5311,48,15,1,1,45,1,1,6,805
5251,MU2407,57,15,1,1,45,2,0,4,660
5252,FM9107,53,15,1,1,46,0,0,3,641
5253,MU5331,13,9,1,1,47,0,0,4,480
5254,SC4688,27,15,1,1,1,1,0,3,457
5255,NX105,7,6,0,1,48,0,1,6,889
5256,MU5539,35,5,0,1,12,0,0,0,480
5257,9C8917,86,5,0,0,13,0,1,0,540
5258,FM9279,14,15,0,1,13,0,1,0,540
5259,MU5459,125,5,0,1,13,1,4,0,660
5260,9C8821,84,1,1,0,14,0,3,0,540
5261,FM9537,33,15,0,1,14,2,2,0,480
5262,MU5633,26,5,0,1,14,1,4,0,716
5263,9C8827,81,1,1,0,14,1,2,0,660
5264,HO1085,21,1,0,1,14,3,3,0,579
5265,FM9073,53,15,1,1,14,2,4,0,755
5266,FM9463,24,15,1,1,14,3,5,0,495
5267,FM9535,65,14,1,1,14,4,6,0,600
5268,FM9227,75,15,1,1,14,2,9,0,840
5269,MU5137,30,9,1,1,14,4,4,0,521
5270,9C8957,11,1,0,0,14,0,6,0,677
5271,FM9231,55,14,1,1,14,3,4,0,705
5272,9C8835,100,5,0,0,15,1,4,0,720
5273,9C8845,83,1,0,0,15,2,2,0,720
5274,9C8607,9,5,1,0,15,3,2,0,726
5275,FM9205,57,15,0,1,15,4,5,0,974
5276,MU2510,60,15,0,1,15,1,3,0,623
5277,MU5571,61,15,1,1,15,2,2,0,490
5278,MU5395,12,15,0,1,15,3,1,0,540
5279,MU5389,95,6,0,0,15,0,2,0,660
5280,9C8897,96,5,0,0,15,1,4,0,660
5281,9C8815,10,5,1,0,15,2,3,0,699
5282,FM9307,116,9,0,0,15,2,2,0,720
5283,FM9213,114,15,1,0,16,3,2,0,540
5284,MU5814,50,15,1,1,16,0,3,0,833
5285,FM9421,112,6,1,1,16,1,3,0,420
5286,HO1157,27,6,1,1,16,2,3,0,499
5287,HO1119,39,21,1,1,16,2,5,0,625
5288,9C8909,80,5,1,0,16,0,7,0,960
5289,9C8903,98,5,1,0,16,1,8,0,1020
5290,FM9331,108,15,1,1,16,2,7,0,840
5291,MU9720,19,14,1,1,16,4,7,0,900
5292,CZ3590,54,9,1,1,16,1,10,0,1002
5293,MF8518,32,15,1,1,16,5,10,0,1011
5294,CA1858,42,19,1,1,16,3,12,0,1145
5295,FM9147,51,15,1,1,17,8,5,0,639
5296,MU5101,118,9,1,1,17,9,6,0,600
5297,MU5401,44,8,1,1,17,6,10,0,1099
5298,FM9217,56,15,1,1,17,5,11,1,1297
5299,MU511,3,9,0,1,17,7,9,2,1249
5300,FM9415,58,15,0,1,17,9,9,2,1396
5301,FM9245,48,15,1,1,17,8,9,3,1293
5302,MU2285,94,6,1,1,17,9,7,3,1200
5303,FM9453,62,14,1,1,17,10,7,3,1320
5304,FM9513,67,15,1,1,17,10,6,3,900
5305,HU7604,36,15,1,1,17,9,7,6,1402
5306,FM9263,52,15,1,1,17,11,9,6,1569
5307,MU721,5,2,1,1,17,10,5,5,1096
5309,MU5151,37,9,1,1,17,10,4,7,1235
5310,FM815,2,21,0,1,18,10,1,7,967
5311,MU5363,49,5,1,1,17,9,5,8,1481
5312,HU7883,28,15,1,1,18,8,3,7,1232
5313,FM9301,34,15,0,1,18,9,3,8,1328
5314,CZ3596,46,21,0,1,18,7,4,5,929
5315,CA1590,41,17,1,1,18,4,4,3,668
5316,MU5663,102,5,1,1,19,4,1,1,420
5317,MU5509,47,5,1,1,18,2,5,3,749
5318,MU5333,69,9,1,1,19,3,3,3,900
5319,MU5103,40,10,1,1,19,4,3,4,972
5320,FM9269,45,15,0,1,19,4,3,3,773
5321,9C8847,99,5,1,1,19,3,3,3,840
5322,FM9451,105,15,1,1,19,3,4,0,600
5323,9C8887,97,5,1,1,19,3,6,2,1020
5324,FM9201,23,15,0,1,19,4,5,1,887
5325,FM9305,16,15,1,1,19,5,3,2,540
5326,MU537,4,9,0,1,19,4,5,3,840
5327,MU5405,72,15,1,1,19,3,6,4,1080
5328,FM9163,101,2,1,1,20,5,2,3,600
5329,MU5423,70,6,1,1,20,5,4,4,840
5330,MU5203,130,1,1,1,20,5,3,3,720
5331,MU5153,29,9,1,1,20,5,2,3,725
5332,MU5337,31,2,0,1,20,3,3,5,682
5333,NX137,7,6,1,1,20,3,7,6,1044
5334,HO1097,30,21,1,1,20,3,4,2,523
5335,FM9251,15,15,1,1,20,2,5,5,960
5336,MF8502,21,15,0,1,20,4,4,2,688
5337,MU5105,43,9,1,1,21,5,3,1,557
5338,SC4662,22,15,1,1,21,6,5,2,881
5339,MU5017,1,9,1,1,21,4,6,2,1138
5340,FM817,0,15,1,1,21,4,5,3,940
5341,FM9115,126,15,1,1,21,4,5,3,900
5342,CZ3576,50,2,0,1,21,5,4,2,702
5343,MU5513,52,6,1,1,21,6,4,2,780
5344,9C8881,9,5,1,1,21,6,5,2,805
5345,MU5691,107,5,1,1,21,5,5,2,649
5346,FM9297,63,14,0,1,21,4,3,3,464
5347,SC4950,33,15,1,1,21,5,5,4,816
5348,MU5303,71,15,1,1,22,5,2,4,379
5349,SC4862,25,15,1,1,21,5,3,5,705
5350,FM9399,20,15,1,1,22,4,2,5,516
5351,CZ3592,59,15,0,1,21,4,4,9,1131
5352,9C8823,82,1,1,1,22,4,4,5,960
5353,MU5665,75,6,0,1,22,3,3,3,780
5354,SC4668,28,15,1,1,22,3,1,2,428
5355,CA1832,41,19,1,1,22,2,3,2,736
5356,MU5343,66,15,0,1,22,4,3,2,780
5357,MU2506,47,15,0,1,23,2,0,2,420
5358,NS3220,32,15,1,1,23,2,3,4,836
5359,KN5738,55,15,1,1,23,3,1,6,956
5360,CZ3534,45,19,1,1,23,2,0,4,585
5361,CA1534,36,15,1,1,23,1,3,4,450
5362,FM9391,76,15,1,1,23,2,5,6,780
5363,MU5305,38,9,1,1,23,0,7,9,973
5364,MU5107,42,9,1,1,23,4,4,5,646
5365,HO1211,23,6,0,1,24,4,3,5,643
5366,GS7884,27,6,1,1,23,3,7,10,1234
5367,CA4544,35,13,0,1,24,6,3,5,707
5368,MU5275,56,2,1,1,24,5,5,7,996
5369,KN2318,125,15,1,1,24,5,2,4,616
5370,MU5643,110,5,1,1,24,4,1,2,389
5371,9C8837,11,1,0,1,24,4,3,6,990
5372,MU2409,58,15,1,1,24,5,5,8,1280
5373,MF8371,24,15,1,1,24,3,1,2,376
5374,HU7132,33,15,1,1,24,4,3,6,947
5375,FM9457,109,15,1,1,25,2,2,2,408
5376,FM9467,22,15,0,1,25,2,2,3,387
5377,CZ3966,50,1,1,1,25,2,2,2,461
5378,MU5341,57,1,1,1,25,2,3,5,840
5379,MU2219,48,6,1,1,25,3,1,5,694
5380,HU7606,39,9,1,1,25,2,2,6,942
5381,MU2154,52,15,1,1,25,2,3,3,605
5382,FM9573,25,15,1,1,25,1,5,6,689
5383,FM9357,31,15,0,1,26,3,2,4,498
5384,FM9127,73,15,1,1,26,3,4,8,900
5385,9C8855,9,1,1,1,26,2,4,9,1200
5386,MU5802,30,21,1,1,26,5,3,6,895
5387,MU2469,32,15,0,1,26,4,4,5,900
5388,9C8865,10,5,1,1,26,4,7,10,1397
5389,MU5109,37,9,1,1,26,3,5,6,861
5390,CA1837,29,9,1,1,26,4,4,6,935
5391,MU5519,68,15,1,1,26,4,3,6,900
5392,9C8829,100,5,1,1,26,5,3,7,1020
5393,CZ8243,46,9,1,1,26,5,3,7,1017
5394,MU5427,59,15,1,1,27,5,3,8,1016
